accuse	accusing	accused	accuse|accuse|accuses|accuse|accuse|accuse	accused|accused|accused|accused|accused|accused
accustom	accustoming	accustomed	accustom|accustom|accustoms|accustom|accustom|accustom	accustomed|accustomed|accustomed|accustomed|accustomed|accustomed
acetify	acetifying	acetified	acetify|acetify|acetifies|acetify|acetify|acetify	acetified|acetified|acetified|acetified|acetified|acetified
acetylate	acetylating	acetylated	acetylate|acetylate|acetylates|acetylate|acetylate|acetylate	acetylated|acetylated|acetylated|acetylated|acetylated|acetylated
ache	aching	ached	ache|ache|aches|ache|ache|ache	ached|ached|ached|ached|ached|ached
achieve	achieving	achieved	achieve|achieve|achieves|achieve|achieve|achieve	achieved|achieved|achieved|achieved|achieved|achieved
achromatize	achromatizing	achromatized	achromatize|achromatize|achromatizes|achromatize|achromatize|achromatize	achromatized|achromatized|achromatized|achromatized|achromatized|achromatized
acidify	acidifying	acidified	acidify|acidify|acidifies|acidify|acidify|acidify	acidified|acidified|acidified|acidified|acidified|acidified
acidulate	acidulating	acidulated	acidulate|acidulate|acidulates|acidulate|acidulate|acidulate	acidulated|acidulated|acidulated|acidulated|acidulated|acidulated
acknowledge	acknowledging	acknowledged	acknowledge|acknowledge|acknowledges|acknowledge|acknowledge|acknowledge	acknowledged|acknowledged|acknowledged|acknowledged|acknowledged|acknowledged
acquaint	acquainting	acquainted	acquaint|acquaint|acquaints|acquaint|acquaint|acquaint	acquainted|acquainted|acquainted|acquainted|acquainted|acquainted
acquiesce	acquiescing	acquiesced	acquiesce|acquiesce|acquiesces|acquiesce|acquiesce|acquiesce	acquiesced|acquiesced|acquiesced|acquiesced|acquiesced|acquiesced
acquire	acquiring	acquired	acquire|acquire|acquires|acquire|acquire|acquire	acquired|acquired|acquired|acquired|acquired|acquired
acquit	acquitting	acquitted	acquit|acquit|acquits|acquit|acquit|acquit	acquitted|acquitted|acquitted|acquitted|acquitted|acquitted
act	acting	acted	act|act|acts|act|act|act	acted|acted|acted|acted|acted|acted
activate	activating	activated	activate|activate|activates|activate|activate|activate	activated|activated|activated|activated|activated|activated
actualize	actualizing	actualized	actualize|actualize|actualizes|actualize|actualize|actualize	actualized|actualized|actualized|actualized|actualized|actualized
actuate	actuating	actuated	actuate|actuate|actuates|actuate|actuate|actuate	actuated|actuated|actuated|actuated|actuated|actuated
adapt	adapting	adapted	adapt|adapt|adapts|adapt|adapt|adapt	adapted|adapted|adapted|adapted|adapted|adapted
add	adding	added	add|add|adds|add|add|add	added|added|added|added|added|added
addict	addicting	addicted	addict|addict|addicts|addict|addict|addict	addicted|addicted|addicted|addicted|addicted|addicted
address	addressing	addressed	address|address|addresses|address|address|address	addressed|addressed|addressed|addressed|addressed|addressed
adduct	adducting	adducted	adduct|adduct|adducts|adduct|adduct|adduct	adducted|adducted|adducted|adducted|adducted|adducted
adhere	adhering	adhered	adhere|adhere|adheres|adhere|adhere|adhere	adhered|adhered|adhered|adhered|adhered|adhered
adjoin	adjoining	adjoined	adjoin|adjoin|adjoins|adjoin|adjoin|adjoin	adjoined|adjoined|adjoined|adjoined|adjoined|adjoined
adjourn	adjourning	adjourned	adjourn|adjourn|adjourns|adjourn|adjourn|adjourn	adjourned|adjourned|adjourned|adjourned|adjourned|adjourned
adjudicate	adjudicating	adjudicated	adjudicate|adjudicate|adjudicates|adjudicate|adjudicate|adjudicate	adjudicated|adjudicated|adjudicated|adjudicated|adjudicated|adjudicated
adjure	adjuring	adjured	adjure|adjure|adjures|adjure|adjure|adjure	adjured|adjured|adjured|adjured|adjured|adjured
adjust	adjusting	adjusted	adjust|adjust|adjusts|adjust|adjust|adjust	adjusted|adjusted|adjusted|adjusted|adjusted|adjusted
adlib	adlibbing	adlibbed	adlib|adlib|adlibs|adlib|adlib|adlib	adlibbed|adlibbed|adlibbed|adlibbed|adlibbed|adlibbed
administer	administering	administered	administer|administer|administers|administer|administer|administer	administered|administered|administered|administered|administered|administered
admire	admiring	admired	admire|admire|admires|admire|admire|admire	admired|admired|admired|admired|admired|admired
admit	admitting	admitted	admit|admit|admits|admit|admit|admit	admitted|admitted|admitted|admitted|admitted|admitted
admix	admixing	admixed	admix|admix|admixes|admix|admix|admix	admixed|admixed|admixed|admixed|admixed|admixed
admonish	admonishing	admonished	admonish|admonish|admonishes|admonish|admonish|admonish	admonished|admonished|admonished|admonished|admonished|admonished
adopt	adopting	adopted	adopt|adopt|adopts|adopt|adopt|adopt	adopted|adopted|adopted|adopted|adopted|adopted
adore	adoring	adored	adore|adore|adores|adore|adore|adore	adored|adored|adored|adored|adored|adored
adorn	adorning	adorned	adorn|adorn|adorns|adorn|adorn|adorn	adorned|adorned|adorned|adorned|adorned|adorned
adsorb	adsorbing	adsorbed	adsorb|adsorb|adsorbs|adsorb|adsorb|adsorb	adsorbed|adsorbed|adsorbed|adsorbed|adsorbed|adsorbed
adulate	adulating	adulated	adulate|adulate|adulates|adulate|adulate|adulate	adulated|adulated|adulated|adulated|adulated|adulated
adulterate	adulterating	adulterated	adulterate|adulterate|adulterates|adulterate|adulterate|adulterate	adulterated|adulterated|adulterated|adulterated|adulterated|adulterated
adumbrate	adumbrating	adumbrated	adumbrate|adumbrate|adumbrates|adumbrate|adumbrate|adumbrate	adumbrated|adumbrated|adumbrated|adumbrated|adumbrated|adumbrated
advance	advancing	advanced	advance|advance|advances|advance|advance|advance	advanced|advanced|advanced|advanced|advanced|advanced
advertise	advertising	advertised	advertise|advertise|advertises|advertise|advertise|advertise	advertised|advertised|advertised|advertised|advertised|advertised
advise	advising	advised	advise|advise|advises|advise|advise|advise	advised|advised|advised|advised|advised|advised
advocate	advocating	advocated	advocate|advocate|advocates|advocate|advocate|advocate	advocated|advocated|advocated|advocated|advocated|advocated
aerate	aerating	aerated	aerate|aerate|aerates|aerate|aerate|aerate	aerated|aerated|aerated|aerated|aerated|aerated
affect	affecting	affected	affect|affect|affects|affect|affect|affect	affected|affected|affected|affected|affected|affected
affiliate	affiliating	affiliated	affiliate|affiliate|affiliates|affiliate|affiliate|affiliate	affiliated|affiliated|affiliated|affiliated|affiliated|affiliated
affirm	affirming	affirmed	affirm|affirm|affirms|affirm|affirm|affirm	affirmed|affirmed|affirmed|affirmed|affirmed|affirmed
affix	affixing	affixed	affix|affix|affixes|affix|affix|affix	affixed|affixed|affixed|affixed|affixed|affixed
afflict	afflicting	afflicted	afflict|afflict|afflicts|afflict|afflict|afflict	afflicted|afflicted|afflicted|afflicted|afflicted|afflicted
afford	affording	afforded	afford|afford|affords|afford|afford|afford	afforded|afforded|afforded|afforded|afforded|afforded
afforest	afforesting	afforested	afforest|afforest|afforests|afforest|afforest|afforest	afforested|afforested|afforested|afforested|afforested|afforested
africanize	africanizing	africanized	africanize|africanize|africanizes|africanize|africanize|africanize	africanized|africanized|africanized|africanized|africanized|africanized
age	aging	aged	age|age|ages|age|age|age	aged|aged|aged|aged|aged|aged
agglomerate	agglomerating	agglomerated	agglomerate|agglomerate|agglomerates|agglomerate|agglomerate|agglomerate	agglomerated|agglomerated|agglomerated|agglomerated|agglomerated|agglomerated
agglutinate	agglutinating	agglutinated	agglutinate|agglutinate|agglutinates|agglutinate|agglutinate|agglutinate	agglutinated|agglutinated|agglutinated|agglutinated|agglutinated|agglutinated
aggrandize	aggrandizing	aggrandized	aggrandize|aggrandize|aggrandizes|aggrandize|aggrandize|aggrandize	aggrandized|aggrandized|aggrandized|aggrandized|aggrandized|aggrandized
aggravate	aggravating	aggravated	aggravate|aggravate|aggravates|aggravate|aggravate|aggravate	aggravated|aggravated|aggravated|aggravated|aggravated|aggravated
aggregate	aggregating	aggregated	aggregate|aggregate|aggregates|aggregate|aggregate|aggregate	aggregated|aggregated|aggregated|aggregated|aggregated|aggregated
agitate	agitating	agitated	agitate|agitate|agitates|agitate|agitate|agitate	agitated|agitated|agitated|agitated|agitated|agitated
aglomerate	aglomerating	aglomerated	aglomerate|aglomerate|aglomerates|aglomerate|aglomerate|aglomerate	aglomerated|aglomerated|aglomerated|aglomerated|aglomerated|aglomerated
agonize	agonizing	agonized	agonize|agonize|agonizes|agonize|agonize|agonize	agonized|agonized|agonized|agonized|agonized|agonized
agree	agreeing	agreed	agree|agree|agrees|agree|agree|agree	agreed|agreed|agreed|agreed|agreed|agreed
aim	aiming	aimed	aim|aim|aims|aim|aim|aim	aimed|aimed|aimed|aimed|aimed|aimed
air	airing	aired	air|air|airs|air|air|air	aired|aired|aired|aired|aired|aired
airdrop	airdropping	airdropped	airdrop|airdrop|airdrops|airdrop|airdrop|airdrop	airdropped|airdropped|airdropped|airdropped|airdropped|airdropped
alcholize	alcholizing	alcholized	alcholize|alcholize|alcholizes|alcholize|alcholize|alcholize	alcholized|alcholized|alcholized|alcholized|alcholized|alcholized
alcoholize	alcoholizing	alcoholized	alcoholize|alcoholize|alcoholizes|alcoholize|alcoholize|alcoholize	alcoholized|alcoholized|alcoholized|alcoholized|alcoholized|alcoholized
alert	alerting	alerted	alert|alert|alerts|alert|alert|alert	alerted|alerted|alerted|alerted|alerted|alerted
alienate	alienating	alienated	alienate|alienate|alienates|alienate|alienate|alienate	alienated|alienated|alienated|alienated|alienated|alienated
alight	alighting	alighted	alight|alight|alights|alight|alight|alight	alighted|alighted|alighted|alighted|alighted|alighted
align	aligning	aligned	align|align|aligns|align|align|align	aligned|aligned|aligned|aligned|aligned|aligned
aline	alining	alined	aline|aline|alines|aline|aline|aline	alined|alined|alined|alined|alined|alined
alkalify	alkalifying	alkalified	alkalify|alkalify|alkalifies|alkalify|alkalify|alkalify	alkalified|alkalified|alkalified|alkalified|alkalified|alkalified
alkalinize	alkalinizing	alkalinized	alkalinize|alkalinize|alkalinizes|alkalinize|alkalinize|alkalinize	alkalinized|alkalinized|alkalinized|alkalinized|alkalinized|alkalinized
alkalize	alkalizing	alkalized	alkalize|alkalize|alkalizes|alkalize|alkalize|alkalize	alkalized|alkalized|alkalized|alkalized|alkalized|alkalized
alkylate	alkylating	alkylated	alkylate|alkylate|alkylates|alkylate|alkylate|alkylate	alkylated|alkylated|alkylated|alkylated|alkylated|alkylated
allege	alleging	alleged	allege|allege|alleges|allege|allege|allege	alleged|alleged|alleged|alleged|alleged|alleged
allegorize	allegorizing	allegorized	allegorize|allegorize|allegorizes|allegorize|allegorize|allegorize	allegorized|allegorized|allegorized|allegorized|allegorized|allegorized
allergize	allergizing	allergized	allergize|allergize|allergizes|allergize|allergize|allergize	allergized|allergized|allergized|allergized|allergized|allergized
alleviate	alleviating	alleviated	alleviate|alleviate|alleviates|alleviate|alleviate|alleviate	alleviated|alleviated|alleviated|alleviated|alleviated|alleviated
allocate	allocating	allocated	allocate|allocate|allocates|allocate|allocate|allocate	allocated|allocated|allocated|allocated|allocated|allocated
allot	allotting	allotted	allot|allot|allots|allot|allot|allot	allotted|allotted|allotted|allotted|allotted|allotted
allow	allowing	allowed	allow|allow|allows|allow|allow|allow	allowed|allowed|allowed|allowed|allowed|allowed
allude	alluding	alluded	allude|allude|alludes|allude|allude|allude	alluded|alluded|alluded|alluded|alluded|alluded
allure	alluring	allured	allure|allure|allures|allure|allure|allure	allured|allured|allured|allured|allured|allured
ally	allying	allied	ally|ally|allies|ally|ally|ally	allied|allied|allied|allied|allied|allied
alter	altering	altered	alter|alter|alters|alter|alter|alter	altered|altered|altered|altered|altered|altered
alternate	alternating	alternated	alternate|alternate|alternates|alternate|alternate|alternate	alternated|alternated|alternated|alternated|alternated|alternated
amalgamate	amalgamating	amalgamated	amalgamate|amalgamate|amalgamates|amalgamate|amalgamate|amalgamate	amalgamated|amalgamated|amalgamated|amalgamated|amalgamated|amalgamated
amass	amassing	amassed	amass|amass|amasses|amass|amass|amass	amassed|amassed|amassed|amassed|amassed|amassed
amaze	amazing	amazed	amaze|amaze|amazes|amaze|amaze|amaze	amazed|amazed|amazed|amazed|amazed|amazed
amble	ambling	ambled	amble|amble|ambles|amble|amble|amble	ambled|ambled|ambled|ambled|ambled|ambled
ambulate	ambulating	ambulated	ambulate|ambulate|ambulates|ambulate|ambulate|ambulate	ambulated|ambulated|ambulated|ambulated|ambulated|ambulated
ameliorate	ameliorating	ameliorated	ameliorate|ameliorate|ameliorates|ameliorate|ameliorate|ameliorate	ameliorated|ameliorated|ameliorated|ameliorated|ameliorated|ameliorated
amend	amending	amended	amend|amend|amends|amend|amend|amend	amended|amended|amended|amended|amended|amended
amerce	amercing	amerced	amerce|amerce|amerces|amerce|amerce|amerce	amerced|amerced|amerced|amerced|amerced|amerced
americanize	americanizing	americanized	americanize|americanize|americanizes|americanize|americanize|americanize	americanized|americanized|americanized|americanized|americanized|americanized
ammoniate	ammoniating	ammoniated	ammoniate|ammoniate|ammoniates|ammoniate|ammoniate|ammoniate	ammoniated|ammoniated|ammoniated|ammoniated|ammoniated|ammoniated
amnesty	amnestying	amnestied	amnesty|amnesty|amnesties|amnesty|amnesty|amnesty	amnestied|amnestied|amnestied|amnestied|amnestied|amnestied
amortize	amortizing	amortized	amortize|amortize|amortizes|amortize|amortize|amortize	amortized|amortized|amortized|amortized|amortized|amortized
amount	amounting	amounted	amount|amount|amounts|amount|amount|amount	amounted|amounted|amounted|amounted|amounted|amounted
amplify	amplifying	amplified	amplify|amplify|amplifies|amplify|amplify|amplify	amplified|amplified|amplified|amplified|amplified|amplified
amputate	amputating	amputated	amputate|amputate|amputates|amputate|amputate|amputate	amputated|amputated|amputated|amputated|amputated|amputated
amuse	amusing	amused	amuse|amuse|amuses|amuse|amuse|amuse	amused|amused|amused|amused|amused|amused
anaesthetize	anaesthetizing	anaesthetized	anaesthetize|anaesthetize|anaesthetizes|anaesthetize|anaesthetize|anaesthetize	anaesthetized|anaesthetized|anaesthetized|anaesthetized|anaesthetized|anaesthetized
analyse	analysing	analysed	analyse|analyse|analyses|analyse|analyse|analyse	analysed|analysed|analysed|analysed|analysed|analysed
analyze	analyzing	analyzed	analyze|analyze|analyzes|analyze|analyze|analyze	analyzed|analyzed|analyzed|analyzed|analyzed|analyzed
anastomose	anastomosing	anastomosed	anastomose|anastomose|anastomoses|anastomose|anastomose|anastomose	anastomosed|anastomosed|anastomosed|anastomosed|anastomosed|anastomosed
anathematize	anathematizing	anathematized	anathematize|anathematize|anathematizes|anathematize|anathematize|anathematize	anathematized|anathematized|anathematized|anathematized|anathematized|anathematized
anchor	anchoring	anchored	anchor|anchor|anchors|anchor|anchor|anchor	anchored|anchored|anchored|anchored|anchored|anchored
anger	angering	angered	anger|anger|angers|anger|anger|anger	angered|angered|angered|angered|angered|angered
angle	angling	angled	angle|angle|angles|angle|angle|angle	angled|angled|angled|angled|angled|angled
anglicize	anglicizing	anglicized	anglicize|anglicize|anglicizes|anglicize|anglicize|anglicize	anglicized|anglicized|anglicized|anglicized|anglicized|anglicized
animalize	animalizing	animalized	animalize|animalize|animalizes|animalize|animalize|animalize	animalized|animalized|animalized|animalized|animalized|animalized
animate	animating	animated	animate|animate|animates|animate|animate|animate	animated|animated|animated|animated|animated|animated
annex	annexing	annexed	annex|annex|annexes|annex|annex|annex	annexed|annexed|annexed|annexed|annexed|annexed
annihilate	annihilating	annihilated	annihilate|annihilate|annihilates|annihilate|annihilate|annihilate	annihilated|annihilated|annihilated|annihilated|annihilated|annihilated
annotate	annotating	annotated	annotate|annotate|annotates|annotate|annotate|annotate	annotated|annotated|annotated|annotated|annotated|annotated
announce	announcing	announced	announce|announce|announces|announce|announce|announce	announced|announced|announced|announced|announced|announced
annoy	annoying	annoyed	annoy|annoy|annoys|annoy|annoy|annoy	annoyed|annoyed|annoyed|annoyed|annoyed|annoyed
annul	annulling	annulled	annul|annul|annuls|annul|annul|annul	annulled|annulled|annulled|annulled|annulled|annulled
annunciate	annunciating	annunciated	annunciate|annunciate|annunciates|annunciate|annunciate|annunciate	annunciated|annunciated|annunciated|annunciated|annunciated|annunciated
anoint	anointing	anointed	anoint|anoint|anoints|anoint|anoint|anoint	anointed|anointed|anointed|anointed|anointed|anointed
anoxiate	anoxiating	anoxiated	anoxiate|anoxiate|anoxiates|anoxiate|anoxiate|anoxiate	anoxiated|anoxiated|anoxiated|anoxiated|anoxiated|anoxiated
answer	answering	answered	answer|answer|answers|answer|answer|answer	answered|answered|answered|answered|answered|answered
antagonize	antagonizing	antagonized	antagonize|antagonize|antagonizes|antagonize|antagonize|antagonize	antagonized|antagonized|antagonized|antagonized|antagonized|antagonized
antedate	antedating	antedated	antedate|antedate|antedates|antedate|antedate|antedate	antedated|antedated|antedated|antedated|antedated|antedated
anteflect	anteflecting	anteflected	anteflect|anteflect|anteflects|anteflect|anteflect|anteflect	anteflected|anteflected|anteflected|anteflected|anteflected|anteflected
anthropomorphize	anthropomorphizing	anthropomorphized	anthropomorphize|anthropomorphize|anthropomorphizes|anthropomorphize|anthropomorphize|anthropomorphize	anthropomorphized|anthropomorphized|anthropomorphized|anthropomorphized|anthropomorphized|anthropomorphized
anticipate	anticipating	anticipated	anticipate|anticipate|anticipates|anticipate|anticipate|anticipate	anticipated|anticipated|anticipated|anticipated|anticipated|anticipated
anticoagulate	anticoagulating	anticoagulated	anticoagulate|anticoagulate|anticoagulates|anticoagulate|anticoagulate|anticoagulate	anticoagulated|anticoagulated|anticoagulated|anticoagulated|anticoagulated|anticoagulated
antisepticize	antisepticizing	antisepticized	antisepticize|antisepticize|antisepticizes|antisepticize|antisepticize|antisepticize	antisepticized|antisepticized|antisepticized|antisepticized|antisepticized|antisepticized
ape	aping	aped	ape|ape|apes|ape|ape|ape	aped|aped|aped|aped|aped|aped
apologize	apologizing	apologized	apologize|apologize|apologizes|apologize|apologize|apologize	apologized|apologized|apologized|apologized|apologized|apologized
apostatize	apostatizing	apostatized	apostatize|apostatize|apostatizes|apostatize|apostatize|apostatize	apostatized|apostatized|apostatized|apostatized|apostatized|apostatized
apostrophize	apostrophizing	apostrophized	apostrophize|apostrophize|apostrophizes|apostrophize|apostrophize|apostrophize	apostrophized|apostrophized|apostrophized|apostrophized|apostrophized|apostrophized
appal	appalling	appalled	appal|appal|appals|appal|appal|appal	appalled|appalled|appalled|appalled|appalled|appalled
appeal	appealing	appealed	appeal|appeal|appeals|appeal|appeal|appeal	appealed|appealed|appealed|appealed|appealed|appealed
appear	appearing	appeared	appear|appear|appears|appear|appear|appear	appeared|appeared|appeared|appeared|appeared|appeared
appease	appeasing	appeased	appease|appease|appeases|appease|appease|appease	appeased|appeased|appeased|appeased|appeased|appeased
append	appending	appended	append|append|appends|append|append|append	appended|appended|appended|appended|appended|appended
applaud	applauding	applauded	applaud|applaud|applauds|applaud|applaud|applaud	applauded|applauded|applauded|applauded|applauded|applauded
apply	applying	applied	apply|apply|applies|apply|apply|apply	applied|applied|applied|applied|applied|applied
appoint	appointing	appointed	appoint|appoint|appoints|appoint|appoint|appoint	appointed|appointed|appointed|appointed|appointed|appointed
apportion	apportioning	apportioned	apportion|apportion|apportions|apportion|apportion|apportion	apportioned|apportioned|apportioned|apportioned|apportioned|apportioned
appraise	appraising	appraised	appraise|appraise|appraises|appraise|appraise|appraise	appraised|appraised|appraised|appraised|appraised|appraised
appreciate	appreciating	appreciated	appreciate|appreciate|appreciates|appreciate|appreciate|appreciate	appreciated|appreciated|appreciated|appreciated|appreciated|appreciated
apprehend	apprehending	apprehended	apprehend|apprehend|apprehends|apprehend|apprehend|apprehend	apprehended|apprehended|apprehended|apprehended|apprehended|apprehended
approach	approaching	approached	approach|approach|approaches|approach|approach|approach	approached|approached|approached|approached|approached|approached
appropriate	appropriating	appropriated	appropriate|appropriate|appropriates|appropriate|appropriate|appropriate	appropriated|appropriated|appropriated|appropriated|appropriated|appropriated
approve	approving	approved	approve|approve|approves|approve|approve|approve	approved|approved|approved|approved|approved|approved
approximate	approximating	approximated	approximate|approximate|approximates|approximate|approximate|approximate	approximated|approximated|approximated|approximated|approximated|approximated
arbitrate	arbitrating	arbitrated	arbitrate|arbitrate|arbitrates|arbitrate|arbitrate|arbitrate	arbitrated|arbitrated|arbitrated|arbitrated|arbitrated|arbitrated
arch	arching	arched	arch|arch|arches|arch|arch|arch	arched|arched|arched|arched|arched|arched
argue	arguing	argued	argue|argue|argues|argue|argue|argue	argued|argued|argued|argued|argued|argued
arise	arising	arisen	arise|arise|arises|arise|arise|arise	arose|arose|arose|arose|arose|arose
arm	arming	armed	arm|arm|arms|arm|arm|arm	armed|armed|armed|armed|armed|armed
armorplate	armorplating	armorplated	armorplate|armorplate|armorplates|armorplate|armorplate|armorplate	armorplated|armorplated|armorplated|armorplated|armorplated|armorplated
arouse	arousing	aroused	arouse|arouse|arouses|arouse|arouse|arouse	aroused|aroused|aroused|aroused|aroused|aroused
arraign	arraigning	arraigned	arraign|arraign|arraigns|arraign|arraign|arraign	arraigned|arraigned|arraigned|arraigned|arraigned|arraigned
arrange	arranging	arranged	arrange|arrange|arranges|arrange|arrange|arrange	arranged|arranged|arranged|arranged|arranged|arranged
arrest	arresting	arrested	arrest|arrest|arrests|arrest|arrest|arrest	arrested|arrested|arrested|arrested|arrested|arrested
arrive	arriving	arrived	arrive|arrive|arrives|arrive|arrive|arrive	arrived|arrived|arrived|arrived|arrived|arrived
arrow	arrowing	arrowed	arrow|arrow|arrows|arrow|arrow|arrow	arrowed|arrowed|arrowed|arrowed|arrowed|arrowed
arterialize	arterializing	arterialized	arterialize|arterialize|arterializes|arterialize|arterialize|arterialize	arterialized|arterialized|arterialized|arterialized|arterialized|arterialized
articulate	articulating	articulated	articulate|articulate|articulates|articulate|articulate|articulate	articulated|articulated|articulated|articulated|articulated|articulated
ascertain	ascertaining	ascertained	ascertain|ascertain|ascertains|ascertain|ascertain|ascertain	ascertained|ascertained|ascertained|ascertained|ascertained|ascertained
ascribe	ascribing	ascribed	ascribe|ascribe|ascribes|ascribe|ascribe|ascribe	ascribed|ascribed|ascribed|ascribed|ascribed|ascribed
ask	asking	asked	ask|ask|asks|ask|ask|ask	asked|asked|asked|asked|asked|asked
asperse	aspersing	aspersed	asperse|asperse|asperses|asperse|asperse|asperse	aspersed|aspersed|aspersed|aspersed|aspersed|aspersed
asphyxiate	asphyxiating	asphyxiated	asphyxiate|asphyxiate|asphyxiates|asphyxiate|asphyxiate|asphyxiate	asphyxiated|asphyxiated|asphyxiated|asphyxiated|asphyxiated|asphyxiated
aspirate	aspirating	aspirated	aspirate|aspirate|aspirates|aspirate|aspirate|aspirate	aspirated|aspirated|aspirated|aspirated|aspirated|aspirated
